Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
37,2014,Cal Heeter\heeteca01,25,PHI,1,1,0,0,1,5,38,33,0.868,4.69,0,0,64,0,0,0,,,0,0,0,0
38,2014,Magnus Hellberg\hellbma01,22,NSH,1,0,,,,1,4,3,0.75,4.92,0,-0.1,12,0,,0,,,0,0,0,0
39,2014,Jonas Hiller\hillejo01,31,ANA,50,50,29,13,7,120,1348,1228,0.911,2.48,5,7.7,2909,27,0.54,11,103,-3.85,0,2,2,0
40,2014,Braden Holtby\holtbbr01,24,WSH,48,45,23,15,4,126,1475,1349,0.915,2.85,4,9,2656,26,0.578,7,99,1.1,0,2,2,7
41,2014,Jimmy Howard\howarja02,29,DET,51,50,21,19,11,133,1482,1349,0.91,2.66,2,8.3,3004,25,0.5,7,104,-5.3,0,0,0,6
42,2014,Michael Hutchinson\hutchmi01,23,WPG,3,3,2,1,0,5,88,83,0.943,1.64,0,0.8,183,3,1,0,,,0,0,0,0
43,2014,Carter Hutton\huttoca01,28,NSH,40,34,20,11,4,91,1006,915,0.91,2.62,1,5.6,2085,15,0.441,8,105,-4.32,0,1,1,2
44,2014,Chad Johnson\johnsch02,27,BOS,27,23,17,4,3,53,708,655,0.925,2.1,2,5.2,1511,15,0.652,2,87,8.01,0,0,0,0
45,2014,Martin Jones\jonesma02,24,LAK,19,18,12,6,0,33,500,467,0.934,1.81,4,4.2,1095,13,0.722,1,77,10.08,0,1,1,0
46,2014,Nikolai Khabibulin\khabini01,41,CHI,4,4,1,0,1,14,74,60,0.811,5.01,0,-0.5,168,1,0.25,3,,,0,0,0,0
47,2014,Anton Khudobin\khudoan01,27,CAR,36,34,19,14,1,80,1076,996,0.926,2.3,1,8,2084,22,0.647,2,86,12.72,0,0,0,0
48,2014,Connor Knapp\knappco01,23,BUF,2,1,0,0,1,4,32,28,0.875,3.14,0,0,77,0,0,0,,,0,1,1,0
49,2014,Darcy Kuemper\kuempda01,23,MIN,26,25,12,8,4,60,702,642,0.915,2.43,2,4.3,1480,12,0.48,4,99,0.49,0,0,0,0
50,2014,Jason LaBarbera\labarja01,34,EDM,7,4,1,3,0,19,146,127,0.87,3.27,0,0.1,348,0,0,3,,,0,0,0,0
51,2014,Eddie Lack\lacked01,26,VAN,41,37,16,17,5,93,1052,959,0.912,2.41,4,6.1,2319,20,0.541,5,103,-2.35,0,0,0,0
52,2014,Nathan Lawson\lawsona01,30,OTT,1,0,,,,2,10,8,0.8,10.11,0,-0.1,12,0,,0,,,0,0,0,0
53,2014,Robin Lehner\lehnero01,22,OTT,36,30,12,15,6,99,1141,1042,0.913,3.06,1,6.8,1942,19,0.633,5,101,-0.68,0,0,0,4
54,2014,Kari Lehtonen\lehtoka01,30,DAL,65,64,33,20,10,153,1888,1735,0.919,2.41,5,12.6,3804,36,0.563,10,94,9.68,0,4,4,4
55,2014,Nathan Lieuwen\lieuwna01,22,BUF,7,5,1,4,0,18,191,173,0.906,2.97,0,1,363,2,0.4,0,,,0,0,0,0
56,2014,Anders Lindback\lindban01,25,TBL,23,18,8,12,2,63,580,517,0.891,2.9,1,1.9,1302,6,0.333,3,126,-13.02,0,0,0,2
57,2014,Henrik Lundqvist\lundqhe01,31,NYR,63,62,33,24,5,144,1810,1666,0.92,2.36,5,12.4,3655,36,0.581,9,92,11.96,0,4,4,0
58,2014,Roberto Luongo\luongro01,34,TOT,56,56,25,23,7,129,1589,1460,0.919,2.4,4,10.6,3222,29,0.518,4,94,7.92,0,0,0,2
58,2014,Roberto Luongo\luongro01,34,VAN,42,42,19,16,6,96,1157,1061,0.917,2.38,3,7.4,2418,22,0.524,4,96,3.69,0,0,0,0
58,2014,Roberto Luongo\luongro01,34,FLA,14,14,6,7,1,33,432,399,0.924,2.46,1,3.1,804,7,0.5,0,89,4.22,0,0,0,2
59,2014,Joey MacDonald\macdojo01,33,CGY,11,9,5,4,1,29,264,235,0.89,2.91,0,0.8,599,2,0.222,2,,,0,0,0,2
60,2014,Drew MacIntyre\macindr01,30,TOR,2,1,0,1,0,4,51,47,0.922,2.54,0,0.4,95,0,0,0,,,0,0,0,0
61,2014,Jacob Markstrom\marksja02,24,TOT,16,12,2,8,3,46,361,315,0.873,3.39,0,0.4,814,3,0.25,4,148,-14.89,0,0,0,0
61,2014,Jacob Markstrom\marksja02,24,FLA,12,9,1,6,3,36,285,249,0.874,3.52,0,0.3,614,2,0.222,3,,,0,0,0,0
61,2014,Jacob Markstrom\marksja02,24,VAN,4,3,1,2,0,10,76,66,0.868,3.01,0,0,200,1,0.333,1,,,0,0,0,0
62,2014,Steve Mason\masonst01,25,PHI,61,60,33,18,7,145,1751,1606,0.917,2.5,4,11.3,3486,35,0.583,9,96,5.88,0,1,1,10
63,2014,Marek Mazanec\mazanma01,22,NSH,25,22,8,10,4,64,650,586,0.902,2.8,2,3,1370,11,0.5,6,114,-7.99,0,0,0,0
64,2014,Curtis McElhinney\mcelhcu01,30,CBJ,28,21,10,11,1,64,703,639,0.909,2.7,2,3.8,1423,12,0.571,3,106,-3.43,0,1,1,0
65,2014,Mike McKenna\mckenmi01,30,CBJ,4,3,1,1,1,11,114,103,0.904,3.01,0,0.5,219,0,0,0,,,0,0,0,0
66,2014,Ryan Miller\millery01,33,TOT,59,59,25,30,4,154,1885,1731,0.918,2.64,1,12.4,3501,36,0.61,7,95,8.42,0,2,2,0
66,2014,Ryan Miller\millery01,33,BUF,40,40,15,22,3,108,1411,1303,0.923,2.72,0,10.2,2384,27,0.675,4,89,13.58,0,2,2,0
66,2014,Ryan Miller\millery01,33,STL,19,19,10,8,1,46,474,428,0.903,2.47,1,2.2,1117,9,0.474,3,113,-5.16,0,0,0,0
67,2014,Al Montoya\montoal01,28,WPG,28,22,13,8,3,59,737,678,0.92,2.3,2,5,1541,13,0.591,1,93,4.5,0,0,0,2
68,2014,Petr Mrazek\mrazepe01,21,DET,9,6,2,4,0,13,178,165,0.927,1.74,2,1.4,449,4,0.667,1,,,0,0,0,0
69,2014,Evgeni Nabokov\nabokev01,38,NYI,40,39,15,14,8,103,1085,982,0.905,2.74,4,5.4,2254,16,0.41,8,110,-9.51,0,1,1,4
70,2014,Michal Neuvirth\neuvimi01,25,TOT,15,13,4,8,2,41,517,476,0.921,2.78,0,3.6,884,9,0.692,2,92,3.55,0,1,1,0
70,2014,Michal Neuvirth\neuvimi01,25,WSH,13,11,4,6,2,36,419,383,0.914,2.82,0,2.5,767,7,0.636,2,100,0.1,0,1,1,0
70,2014,Michal Neuvirth\neuvimi01,25,BUF,2,2,0,2,0,5,98,93,0.949,2.56,0,1,117,2,1,0,,,0,0,0,0
71,2014,Antti Niemi\niemian02,30,SJS,64,64,39,17,7,149,1705,1556,0.913,2.39,4,10.1,3740,30,0.469,9,101,-2.09,0,2,2,0
72,2014,Anders Nilsson\nilssan01,23,NYI,19,17,8,7,2,57,548,491,0.896,3.11,0,2.1,1101,6,0.353,4,121,-9.78,0,0,0,2
73,2014,Cristopher Nilstorp\nihlsch01,29,DAL,1,0,,,,3,17,14,0.824,4.56,0,-0.1,39,0,,0,,,0,0,0,0
74,2014,Joni Ortio\ortiojo01,22,CGY,9,9,4,4,0,21,193,172,0.891,2.52,0,0.6,501,3,0.333,1,,,0,2,2,0
75,2014,Ondrej Pavelec\pavelon01,26,WPG,57,57,22,26,7,163,1644,1481,0.901,3.01,1,7.4,3248,24,0.421,12,115,-21.34,0,3,3,0
76,2014,Justin Peters\peterju01,27,CAR,21,20,7,9,4,51,626,575,0.919,2.5,1,4.1,1225,11,0.55,3,95,2.94,0,2,2,4
77,2014,Kevin Poulin\poulike01,23,NYI,28,26,11,16,1,89,820,731,0.891,3.29,0,2.8,1625,8,0.308,8,126,-18.34,0,0,0,0
78,2014,Carey Price\priceca01,26,MTL,59,59,34,20,5,134,1828,1694,0.927,2.32,6,13.9,3464,38,0.644,7,85,23.51,0,2,2,4
79,2014,Jonathan Quick\quickjo01,28,LAK,49,49,27,17,4,100,1183,1083,0.915,2.07,6,7.4,2904,26,0.531,6,98,1.93,0,2,2,2
80,2014,Antti Raanta\raantan01,24,CHI,25,22,13,5,4,63,610,547,0.897,2.71,1,2.4,1397,12,0.545,6,120,-10.44,0,1,1,0
81,2014,Karri Ramo\ramoka01,27,CGY,40,37,17,15,4,97,1091,994,0.911,2.65,2,6.2,2194,19,0.514,5,103,-2.99,0,1,1,10
82,2014,Tuukka Rask\rasktu01,26,BOS,58,58,36,15,6,115,1641,1526,0.93,2.04,7,13.1,3386,39,0.672,8,81,26.4,0,2,2,2
83,2014,James Reimer\reimeja01,25,TOR,36,32,12,16,1,97,1094,997,0.911,3.26,1,6.3,1785,16,0.5,8,103,-2.73,0,0,0,2
84,2014,Pekka Rinne\rinnepe01,31,NSH,24,24,10,10,3,63,645,582,0.902,2.77,2,3,1367,12,0.5,8,113,-7.42,0,0,0,0
85,2014,Cory Schneider\schneco01,27,NJD,45,43,16,15,12,88,1107,1019,0.921,1.97,3,7.6,2680,25,0.581,4,92,7.39,0,0,0,4
86,2014,Ben Scrivens\scrivbe01,27,TOT,40,35,16,16,4,94,1205,1111,0.922,2.55,4,8.5,2210,22,0.629,3,91,9.83,0,1,1,6
86,2014,Ben Scrivens\scrivbe01,27,EDM,21,20,9,11,0,62,741,679,0.916,3.01,1,4.7,1235,12,0.6,3,97,1.85,0,0,0,6
86,2014,Ben Scrivens\scrivbe01,27,LAK,19,15,7,5,4,32,464,432,0.931,1.97,3,3.8,975,10,0.667,0,80,7.98,0,1,1,0
87,2014,Kent Simpson\simpske01,21,CHI,1,0,,,,2,7,5,0.714,6,0,-0.1,20,0,,0,,,0,0,0,0
88,2014,Mike Smith\smithmi01,31,PHX,62,61,27,21,10,159,1871,1712,0.915,2.64,3,11.6,3610,35,0.574,5,99,2.22,1,3,4,14
89,2014,Alex Stalock\staloal01,26,SJS,24,18,12,5,2,39,571,532,0.932,1.87,2,4.7,1252,12,0.667,1,79,10.2,0,0,0,2
90,2014,Niklas Svedberg\svedbni01,24,BOS,1,1,1,0,0,2,35,33,0.943,1.97,0,0.3,61,1,1,0,,,0,0,0,0
91,2014,Cam Talbot\talboca01,26,NYR,21,19,12,6,1,33,560,527,0.941,1.64,3,5.2,1211,16,0.842,0,68,15.25,0,0,0,0
92,2014,Tim Thomas\thomati01,39,TOT,48,45,18,24,4,128,1390,1262,0.908,2.88,0,7.4,2663,25,0.556,7,107,-8.23,0,1,1,4
92,2014,Tim Thomas\thomati01,39,FLA,40,40,16,20,3,110,1206,1096,0.909,2.87,0,6.6,2299,23,0.575,6,106,-6.08,0,1,1,4
92,2014,Tim Thomas\thomati01,39,DAL,8,5,2,4,1,18,184,166,0.902,2.97,0,0.9,364,2,0.4,1,,,0,0,0,0
93,2014,Dustin Tokarski\tokardu01,24,MTL,3,2,2,0,0,5,93,88,0.946,1.84,1,0.9,163,2,1,0,,,0,0,0,0
94,2014,Semyon Varlamov\varlasi01,25,COL,63,60,41,14,6,146,2013,1867,0.927,2.41,2,15.5,3640,44,0.733,4,84,27.45,0,3,3,2
95,2014,Mark Visentin\visenma01,21,PHX,1,1,0,1,0,3,32,29,0.906,3.06,0,0.2,59,0,0,0,,,0,0,0,0
96,2014,Cam Ward\wardca01,29,CAR,30,28,10,12,6,84,824,740,0.898,3.06,0,3.4,1645,11,0.393,6,118,-13,0,1,1,2
97,2014,Jeff Zatkoff\zatkoje01,26,PIT,20,18,12,6,2,51,582,531,0.912,2.61,1,3.4,1171,9,0.5,3,102,-0.85,0,1,1,0
1,2015,Jake Allen\allenja01,24,STL,37,32,22,7,4,79,909,830,0.913,2.28,4,5.3,2077,17,0.531,6,102,-1.41,0,2,2,2
2,2015,Frederik Andersen\anderfr01,25,ANA,54,53,35,12,5,123,1436,1313,0.914,2.38,3,8.6,3106,32,0.604,9,100,-0.43,0,3,3,4
3,2015,Craig Anderson\andercr01,33,OTT,35,35,14,13,8,87,1134,1047,0.923,2.49,3,8,2093,17,0.486,2,90,9.79,0,0,0,4
4,2015,Richard Bachman\bachmri01,27,EDM,6,4,3,2,0,15,168,153,0.911,2.84,1,0.9,317,3,0.75,1,,,0,0,0,0
5,2015,Niklas Backstrom\backsni01,36,MIN,19,14,5,7,3,51,452,401,0.887,3.05,0,1.2,1005,2,0.143,4,132,-12.42,0,0,0,2
6,2015,Jonathan Bernier\bernijo01,26,TOR,58,55,21,28,7,152,1735,1583,0.912,2.87,2,10,3177,26,0.473,11,103,-3.91,0,1,1,0
7,2015,Reto Berra\berrare01,28,COL,19,12,5,4,1,33,403,370,0.918,2.65,1,2.6,746,5,0.417,2,96,1.4,0,0,0,0
8,2015,Ben Bishop\bishobe01,28,TBL,62,59,40,13,5,136,1620,1484,0.916,2.32,4,10,3519,33,0.559,8,98,2.27,0,4,4,4
9,2015,Sergei Bobrovsky\bobrose01,26,CBJ,51,49,30,17,3,134,1632,1498,0.918,2.68,2,10.4,2994,26,0.531,3,96,5.3,0,2,2,4
10,2015,Martin Brodeur*\brodema01,42,STL,7,5,3,3,0,17,169,152,0.899,2.87,1,0.7,356,2,0.4,2,,,0,0,0,0
11,2015,Laurent Brossoit\brossla01,21,EDM,1,1,0,1,0,2,51,49,0.961,2.01,0,0.6,60,1,1,0,,,0,0,0,0
12,2015,Ilya Bryzgalov\bryzgil01,34,ANA,8,6,1,4,1,23,150,127,0.847,4.19,0,-0.3,329,2,0.333,3,,,0,2,2,0
13,2015,Tyler Bunz\bunzty01,22,EDM,1,0,0,0,0,3,12,9,0.75,9,0,-0.2,20,0,,0,,,0,0,0,0
14,2015,Scott Clemmensen\clemmsc01,37,NJD,3,1,0,0,1,8,54,46,0.852,4.73,0,-0.1,102,0,0,0,,,0,0,0,0
15,2015,Corey Crawford\crawfco01,30,CHI,57,57,32,20,5,126,1661,1535,0.924,2.27,2,11.9,3333,38,0.667,4,89,15.77,0,1,1,8
16,2015,John Curry\curryjo01,30,MIN,2,1,0,0,1,5,25,20,0.8,4.18,0,-0.2,72,0,0,1,,,0,0,0,0
17,2015,Scott Darling\darlisc01,26,CHI,14,13,9,4,0,27,419,392,0.936,1.95,1,3.6,833,10,0.769,0,75,8.76,0,0,0,0
18,2015,Louis Domingue\dominlo01,22,ARI,7,4,1,2,1,14,158,144,0.911,2.73,0,0.9,308,3,0.75,0,,,0,0,0,0
19,2015,Chris Driedger\driedch01,20,OTT,1,0,0,0,0,0,10,10,1,0,0,0.2,23,0,,0,,,0,0,0,0
20,2015,Devan Dubnyk\dubnyde01,28,TOT,58,55,36,14,4,115,1625,1510,0.929,2.07,6,12.6,3328,36,0.655,4,83,23.7,0,2,2,2
20,2015,Devan Dubnyk\dubnyde01,28,MIN,39,39,27,9,2,68,1064,996,0.936,1.78,5,9.1,2293,28,0.718,2,75,22.82,0,2,2,2
20,2015,Devan Dubnyk\dubnyde01,28,ARI,19,16,9,5,2,47,561,514,0.916,2.72,1,3.5,1035,8,0.5,2,98,0.88,0,0,0,0
21,2015,Brian Elliott\elliobr01,29,STL,46,45,26,14,3,96,1150,1054,0.917,2.26,5,7.2,2546,27,0.6,8,98,2.16,0,3,3,0
22,2015,Dan Ellis\ellisda01,34,FLA,8,8,4,3,1,19,221,202,0.914,2.34,1,1.3,486,4,0.5,0,,,0,0,0,0
23,2015,Ray Emery\emeryra01,32,PHI,31,25,10,11,7,80,758,678,0.894,3.06,0,2.7,1570,13,0.52,6,124,-15.3,0,0,0,4
24,2015,Jhonas Enroth\enrotjh01,26,TOT,50,44,18,26,2,145,1504,1359,0.904,3.07,2,7,2834,20,0.455,7,113,-16.63,0,0,0,0
24,2015,Jhonas Enroth\enrotjh01,26,BUF,37,35,13,21,2,120,1237,1117,0.903,3.27,1,5.7,2204,16,0.457,6,114,-14.42,0,0,0,0
24,2015,Jhonas Enroth\enrotjh01,26,DAL,13,9,5,5,0,25,267,242,0.906,2.38,1,1.3,630,4,0.444,1,,,0,0,0,0
25,2015,Viktor Fasth\fasthvi01,32,EDM,26,24,6,15,3,76,681,605,0.888,3.41,0,1.9,1336,9,0.375,9,131,-17.87,0,0,0,0
26,2015,Marc-Andre Fleury\fleurma01,30,PIT,64,64,34,20,9,146,1831,1685,0.92,2.32,10,12.2,3776,35,0.547,6,93,10.28,0,1,1,6
27,2015,Anton Forsberg\forsban01,22,CBJ,5,5,0,4,0,20,149,129,0.866,4.69,0,0,256,0,0,1,,,0,0,0,0
28,2015,John Gibson\gibsojo02,21,ANA,23,21,13,8,0,58,674,616,0.914,2.6,1,4,1340,13,0.619,4,101,-0.47,0,0,0,0
29,2015,Thomas Greiss\greisth01,29,PIT,20,18,9,6,3,50,546,496,0.908,2.59,0,2.9,1159,8,0.444,2,107,-3.4,0,0,0,0
30,2015,Troy Grosenick\grosetr01,25,SJS,2,2,1,1,0,3,58,55,0.948,1.52,1,0.6,118,1,0.5,1,,,0,0,0,0
31,2015,Philipp Grubauer\grubaph01,23,WSH,1,1,1,0,0,2,25,23,0.92,1.85,0,0.2,65,1,1,0,,,0,0,0,0
32,2015,Jonas Gustavsson\gustajo01,30,DET,7,6,3,3,1,15,168,153,0.911,2.56,1,0.9,351,3,0.5,2,,,0,0,0,2
33,2015,Matt Hackett\hackema01,24,BUF,5,4,0,4,1,18,155,137,0.884,4.32,0,0.4,250,1,0.25,1,,,0,0,0,0
34,2015,Jaroslav Halak\halakja01,29,NYI,59,59,38,17,4,144,1673,1529,0.914,2.43,6,9.9,3550,33,0.559,7,101,-1.2,0,1,1,2
35,2015,Andrew Hammond\hammoan01,26,OTT,24,23,20,1,2,42,707,665,0.941,1.79,3,6.5,1411,18,0.783,1,70,18.34,0,1,1,0
36,2015,Jonas Hiller\hillejo01,32,CGY,52,44,26,19,4,113,1376,1263,0.918,2.36,1,8.8,2871,23,0.523,3,96,4.45,0,0,0,0
37,2015,Braden Holtby\holtbbr01,25,WSH,73,72,41,20,10,157,2044,1887,0.923,2.22,9,14.4,4247,43,0.597,7,90,17.46,0,2,2,2
38,2015,Jimmy Howard\howarja02,30,DET,53,50,23,13,11,121,1350,1229,0.91,2.44,2,7.4,2971,26,0.52,8,105,-5.77,0,1,1,2
39,2015,Michael Hutchinson\hutchmi01,24,WPG,38,36,21,10,5,85,986,901,0.914,2.38,2,5.8,2138,19,0.528,7,101,-0.84,0,0,0,0
40,2015,Carter Hutton\huttoca01,29,NSH,18,17,6,7,4,44,450,406,0.902,2.61,1,2,1010,6,0.353,3,115,-5.59,0,0,0,0
41,2015,Chad Johnson\johnsch02,28,NYI,19,17,8,8,1,54,488,434,0.889,3.08,0,1.4,1053,7,0.412,6,130,-12.35,0,0,0,0
42,2015,Martin Jones\jonesma02,25,LAK,15,11,4,5,2,29,307,278,0.906,2.24,3,1.5,775,5,0.455,2,,,0,1,1,0
43,2015,Anton Khudobin\khudoan01,28,CAR,34,32,8,17,6,87,874,787,0.9,2.72,1,3.8,1920,16,0.5,9,117,-12.4,0,0,0,0
44,2015,Keith Kinkaid\kinkake01,25,NJD,19,13,6,5,4,40,469,429,0.915,2.59,0,2.8,925,8,0.615,0,100,0.03,0,0,0,0
45,2015,Darcy Kuemper\kuempda01,24,MIN,31,28,14,12,2,68,718,650,0.905,2.6,3,3.5,1569,15,0.536,7,111,-6.72,0,0,0,0
46,2015,Jason LaBarbera\labarja01,35,ANA,5,2,2,0,1,9,99,90,0.909,2.6,0,0.5,207,2,1,0,,,0,0,0,0
47,2015,Eddie Lack\lacked01,27,VAN,41,35,18,13,4,95,1201,1106,0.921,2.45,2,8.1,2324,18,0.514,5,93,7.51,0,0,0,2
48,2015,Robin Lehner\lehnero01,23,OTT,25,24,9,12,3,74,779,705,0.905,3.02,0,3.8,1471,11,0.458,2,111,-7.51,0,1,1,0
49,2015,Kari Lehtonen\lehtoka01,31,DAL,65,65,34,17,10,181,1875,1694,0.903,2.94,5,8.7,3698,30,0.462,12,113,-20.96,0,3,3,2
50,2015,Anders Lindback\lindban01,26,TOT,26,22,6,16,2,73,798,725,0.909,3.11,0,4.2,1408,8,0.364,3,107,-4.89,0,1,1,4
50,2015,Anders Lindback\lindban01,26,BUF,16,15,4,8,2,41,542,501,0.924,2.76,0,3.9,891,8,0.533,1,89,5.26,0,0,0,4
50,2015,Anders Lindback\lindban01,26,DAL,10,7,2,8,0,32,256,224,0.875,3.71,0,0.3,517,0,0,2,,,0,1,1,0
51,2015,Henrik Lundqvist\lundqhe01,32,NYR,46,46,30,13,3,103,1329,1226,0.922,2.25,5,9.2,2743,29,0.63,4,91,10.43,0,1,1,0
52,2015,Roberto Luongo\luongro01,35,FLA,61,61,28,19,12,138,1743,1605,0.921,2.35,2,11.8,3528,36,0.59,9,93,10.77,0,0,0,0
53,2015,Andrey Makarov\makaran01,21,BUF,1,1,0,1,0,3,36,33,0.917,3,0,0.2,60,1,1,0,,,0,0,0,0
54,2015,Jacob Markstrom\marksja02,25,VAN,3,2,1,1,0,4,33,29,0.879,3.09,0,0.1,78,1,0.5,1,,,0,0,0,0
55,2015,Steve Mason\masonst01,26,PHI,51,48,18,18,11,108,1490,1382,0.928,2.25,3,11.3,2885,29,0.604,4,85,19.18,0,3,3,2
56,2015,Marek Mazanec\mazanma01,23,NSH,2,1,0,1,0,4,47,43,0.915,2.27,0,0.3,106,1,1,0,,,0,0,0,0
57,2015,Thomas McCollum\mccolth01,25,DET,2,0,1,0,0,1,25,24,0.96,0.91,0,0.3,66,0,,0,,,0,0,0,0
58,2015,Curtis McElhinney\mcelhcu01,31,CBJ,32,28,12,14,2,82,949,867,0.914,2.88,0,5.6,1710,12,0.429,2,101,-1,0,0,0,0
59,2015,Mike McKenna\mckenmi01,31,ARI,1,1,0,1,0,5,34,29,0.853,5,0,0,60,0,0,0,,,0,0,0,0
60,2015,Ryan Miller\millery01,34,VAN,45,45,29,15,1,107,1198,1091,0.911,2.53,6,6.6,2542,22,0.489,8,105,-4.75,0,0,0,0
61,2015,Al Montoya\montoal01,29,FLA,20,13,6,7,2,49,453,404,0.892,3.01,0,1.5,977,6,0.462,3,127,-10.33,0,0,0,2
62,2015,Petr Mrazek\mrazepe01,22,DET,29,26,16,9,2,63,768,705,0.918,2.38,3,4.9,1585,15,0.577,6,96,2.55,0,0,0,0
63,2015,Evgeni Nabokov\nabokev01,39,TBL,11,9,3,6,2,29,245,216,0.882,3.14,0,0.5,553,5,0.556,2,,,0,1,1,2
64,2015,Michal Neuvirth\neuvimi01,26,TOT,32,32,7,20,4,92,1067,975,0.914,2.98,0,6.3,1850,16,0.5,4,101,-0.93,0,0,0,0
64,2015,Michal Neuvirth\neuvimi01,26,BUF,27,27,6,17,3,77,941,864,0.918,2.99,0,6.1,1544,15,0.556,3,96,3.32,0,0,0,0
64,2015,Michal Neuvirth\neuvimi01,26,NYI,5,5,1,3,1,15,126,111,0.881,2.94,0,0.2,306,1,0.2,1,,,0,0,0,0
65,2015,Antti Niemi\niemian02,31,SJS,61,61,31,23,7,155,1811,1656,0.914,2.59,5,10.8,3588,32,0.525,9,100,-0.43,0,3,3,0
66,2015,Joni Ortio\ortiojo01,23,CGY,6,6,4,2,0,14,153,139,0.908,2.52,1,0.8,333,3,0.5,2,,,0,0,0,0
67,2015,Ondrej Pavelec\pavelon01,27,WPG,50,46,22,16,8,108,1353,1245,0.92,2.28,5,9,2838,23,0.5,5,94,7.48,0,0,0,2
68,2015,Justin Peters\peterju01,28,WSH,12,9,3,6,1,35,294,259,0.881,3.25,0,0.6,647,1,0.111,3,,,0,0,0,0
69,2015,Calvin Pickard\pickaca01,22,COL,16,13,6,7,3,35,511,476,0.932,2.35,0,4.1,895,9,0.692,1,80,8.62,0,0,0,0
70,2015,Kevin Poulin\poulike01,24,NYI,1,1,0,0,1,3,26,23,0.885,2.77,0,0.1,65,0,0,0,,,0,0,0,0
71,2015,Carey Price\priceca01,27,MTL,66,66,44,16,6,130,1953,1823,0.933,1.96,9,16.2,3977,39,0.591,6,78,36.7,0,1,1,4
72,2015,Jonathan Quick\quickjo01,29,LAK,72,71,36,22,13,156,1896,1740,0.918,2.24,6,12.1,4184,36,0.507,9,96,5.83,0,1,1,18
73,2015,Antti Raanta\raantan01,25,CHI,14,12,7,4,1,25,389,364,0.936,1.89,2,3.3,792,8,0.667,1,75,8.2,0,0,0,0
74,2015,Karri Ramo\ramoka01,28,CGY,34,32,15,9,3,75,852,777,0.912,2.6,2,4.8,1731,14,0.438,5,103,-2.28,0,0,0,0
75,2015,Tuukka Rask\rasktu01,27,BOS,70,67,34,21,13,156,2011,1855,0.922,2.3,3,14,4063,42,0.627,8,91,15.65,0,0,0,8
76,2015,James Reimer\reimeja01,26,TOR,35,27,9,16,1,93,1001,908,0.907,3.16,0,5.1,1767,13,0.481,7,109,-7.56,0,0,0,2
77,2015,Pekka Rinne\rinnepe01,32,NSH,64,64,41,17,6,140,1807,1667,0.923,2.18,4,12.6,3851,43,0.672,7,91,14.23,0,1,1,8
78,2015,Jussi Rynnas\rynnaju01,27,DAL,2,1,0,1,0,7,44,37,0.841,4.54,0,-0.1,92,0,0,1,,,0,0,0,0
79,2015,Cory Schneider\schneco01,28,NJD,69,68,26,31,9,148,1982,1834,0.925,2.26,5,14.5,3924,41,0.603,7,87,21.17,0,2,2,0
80,2015,Ben Scrivens\scrivbe01,28,EDM,57,53,15,26,11,170,1542,1372,0.89,3.16,1,4.6,3228,19,0.358,13,129,-38.39,0,1,1,4
81,2015,Mackenzie Skapski\skapsma01,20,NYR,2,2,2,0,0,1,45,44,0.978,0.5,1,0.6,119,2,1,0,,,0,0,0,0
82,2015,Mike Smith\smithmi01,32,ARI,62,61,14,42,5,187,1955,1768,0.904,3.16,0,9.3,3556,29,0.475,12,112,-20.13,0,1,1,10
83,2015,Alex Stalock\staloal01,27,SJS,22,19,8,9,2,54,553,499,0.902,2.62,2,2.5,1237,10,0.526,1,114,-6.8,0,0,0,2
84,2015,Malcolm Subban\subbama01,21,BOS,1,1,0,1,0,3,6,3,0.5,5.76,0,-0.3,31,0,0,1,,,0,0,0,0
85,2015,Niklas Svedberg\svedbni01,25,BOS,18,14,7,5,1,35,425,390,0.918,2.33,2,2.7,900,9,0.643,2,96,1.28,0,0,0,0
86,2015,Cam Talbot\talboca01,27,NYR,36,34,21,9,4,77,1038,961,0.926,2.21,5,7.6,2095,17,0.5,2,87,11.6,0,0,0,0
87,2015,Dustin Tokarski\tokardu01,25,MTL,17,16,6,6,4,46,509,463,0.91,2.75,0,2.7,1005,8,0.5,1,106,-2.56,0,1,1,0
88,2015,Semyon Varlamov\varlasi01,26,COL,57,57,28,20,8,141,1791,1650,0.921,2.56,5,12.2,3307,33,0.579,6,92,11.87,0,0,0,4
89,2015,Andrei Vasilevskiy\vasilan02,20,TBL,16,13,7,5,1,34,415,381,0.918,2.36,1,2.7,864,7,0.538,1,96,1.42,0,0,0,0
90,2015,Cam Ward\wardca01,30,CAR,51,50,22,24,5,121,1351,1230,0.91,2.4,1,7.4,3026,26,0.52,7,105,-5.69,0,0,0,4
91,2015,Jeff Zatkoff\zatkoje01,27,PIT,1,0,0,1,0,1,17,16,0.941,1.63,0,0.2,37,0,,0,,,0,0,0,0
92,2015,Rob Zepp\zeppro01,33,PHI,10,9,5,2,0,25,223,198,0.888,2.89,0,0.6,519,1,0.111,2,,,0,0,0,0
1,2016,Jake Allen\allenja01,25,STL,47,44,26,15,3,101,1260,1159,0.92,2.35,6,8.2,2583,26,0.591,6,94,6.28,0,0,0,0
2,2016,Frederik Andersen\anderfr01,26,ANA,43,37,22,9,7,88,1086,998,0.919,2.3,3,7,2298,24,0.649,5,95,4.46,0,1,1,2
